iter	Logloss
556	0.2642034445
557	0.2640967866
558	0.2639885653
559	0.2638600919
560	0.2637818602
561	0.2636645715
562	0.2635867528
563	0.263486404
564	0.26342127
565	0.263324931
566	0.2632432135
567	0.2631429196
568	0.2630557587
569	0.2628965881
570	0.2626858432
571	0.2626277297
572	0.2624940956
573	0.2624069831
574	0.2623373649
575	0.2622335292
576	0.2621605119
577	0.2621166034
578	0.2619849603
579	0.2618726317
580	0.2618016141
581	0.2616602065
582	0.261556596
583	0.261427881
584	0.26129962
585	0.2612014664
586	0.2610695364
587	0.2609919675
588	0.2609069694
589	0.2607898602
590	0.2606073801
591	0.2604422663
592	0.2603334337
593	0.2602406622
594	0.2600780394
595	0.2599281974
596	0.2598250752
597	0.2596960653
598	0.2595873728
599	0.2594761291
600	0.2593331358
601	0.2591952104
602	0.259078846
603	0.2589873571
604	0.2589066922
605	0.258792898
606	0.2587329017
607	0.2586231532
608	0.2585486014
609	0.2584251616
610	0.2583289677
611	0.2581757052
612	0.2580696863
613	0.257965938
614	0.2578365483
615	0.2577142941
616	0.2575859703
617	0.257510836
618	0.2574341594
619	0.2573265733
620	0.2572872988
621	0.2572059319
622	0.2571170409
623	0.2570202352
624	0.256941934
625	0.2568684108
626	0.2567534909
627	0.2566268678
628	0.2565282236
629	0.2563844564
630	0.2562628001
631	0.2561298332
632	0.256000823
633	0.2559085055
634	0.2558039582
635	0.255723061
636	0.2556194443
637	0.2554982236
638	0.2553776792
639	0.2552139843
640	0.2551310347
641	0.2549860073
642	0.2548720752
643	0.2547141364
644	0.2546490609
645	0.2545737138
646	0.2544942828
647	0.2544055705
648	0.2542854461
649	0.254150833
650	0.25410117
651	0.2540402764
652	0.2539737463
653	0.2538676622
654	0.2537399909
655	0.2536815866
656	0.2535892006
657	0.2534808958
658	0.2534426313
659	0.2533171006
660	0.2532500374
661	0.2531731292
662	0.2530669959
663	0.2529219968
664	0.2528167334
665	0.2526920207
666	0.2526042909
667	0.252515489
668	0.2523733717
669	0.2522483205
670	0.2521418925
671	0.2520022215
672	0.2519123924
673	0.2517955747
674	0.2516891281
675	0.251526174
676	0.251461881
677	0.2513731652
678	0.2512487679
679	0.251143248
680	0.2510563281
681	0.250889419
682	0.2507926416
683	0.2507029032
684	0.2505847725
685	0.2505083936
686	0.2503628984
687	0.2502427963
688	0.250146627
689	0.2500800912
690	0.2499722906
691	0.2498603151
692	0.2497882908
693	0.2496726171
694	0.2495627337
695	0.2494653804
696	0.2493086761
697	0.2492585963
698	0.2491576134
699	0.2491030929
700	0.2490366927
701	0.2488879032
702	0.248791936
703	0.2486538959
704	0.2485543625
705	0.2483829853
706	0.2482375027
707	0.2481965195
708	0.2481164275
709	0.2480408965
710	0.2479564915
711	0.2478929429
712	0.2477526584
713	0.2476738233
714	0.2476069498
715	0.2475437266
716	0.2474866444
717	0.2473828428
718	0.247303986
719	0.2472003872
720	0.247112013
721	0.246993515
722	0.2468629237
723	0.2468112275
724	0.2467510763
725	0.2466462566
726	0.2465866623
727	0.2464239817
728	0.2463659779
729	0.2462665965
730	0.2461726214
731	0.2460732312
732	0.2459945659
733	0.2459030968
734	0.2458031131
735	0.2456910593
736	0.2455816028
737	0.2454813375
738	0.2453482351
739	0.2452207979
740	0.2451004654
741	0.2449767091
742	0.244864859
743	0.2448057495
744	0.2446812362
745	0.2445695307
746	0.2444940029
747	0.2444278371
748	0.2443631858
749	0.2442972002
750	0.2441911009
751	0.2441457586
752	0.2440503261
753	0.2439064949
754	0.2437931116
755	0.2437163097
756	0.2436269845
757	0.2435360872
758	0.2434346512
759	0.2433391225
760	0.2432638925
761	0.2431588906
762	0.2430792686
763	0.2429512238
764	0.2428447687
765	0.2427648107
766	0.2426626899
767	0.242575559
768	0.2425179279
769	0.2424175014
770	0.2423536653
771	0.242304873
772	0.2422021125
773	0.2421044309
774	0.2420577396
775	0.2419542603
776	0.2418982744
777	0.241798315
778	0.2416780761
779	0.2415320066
780	0.2414436006
781	0.2413265382
782	0.2411917681
783	0.2410806645
784	0.2410283237
785	0.2409234588
786	0.240833263
787	0.2407311795
788	0.2406818303
789	0.2405614923
790	0.2405139259
791	0.2404033498
792	0.2403566425
793	0.2402420626
794	0.2401078892
795	0.240013428
796	0.2399165851
797	0.2398113496
798	0.2397545744
799	0.2396307595
800	0.239592265
801	0.2394861341
802	0.2393776472
803	0.2392856252
804	0.2391829802
805	0.2390609519
806	0.2389915689
807	0.2388784237
808	0.2387400467
809	0.238673827
810	0.2385648048
811	0.2385001889
812	0.2383965941
813	0.2383237495
814	0.2382719167
815	0.2382225811
816	0.2381929415
817	0.2381202989
818	0.2380307262
819	0.2379575771
820	0.2378806106
821	0.2378058472
822	0.2377057179
823	0.2376016314
824	0.2374875227
825	0.2373714301
826	0.2372962684
827	0.2371796311
828	0.2370584756
829	0.2369696161
830	0.2369048489
831	0.2368167989
832	0.236682406
833	0.236606344
834	0.2364655571
835	0.2363719776
836	0.2363094442
837	0.236205705
838	0.2360991212
839	0.2359987062
840	0.235886256
841	0.2358271488
842	0.2357695972
843	0.2357156075
844	0.2356656563
845	0.2356367077
846	0.235581951
847	0.2355279003
848	0.2354448883
849	0.235344169
850	0.2352996654
851	0.2352557087
852	0.235167503
853	0.235057906
854	0.2349666636
855	0.2348917894
856	0.2348353826
857	0.2346632957
858	0.2345831637
859	0.2344750839
860	0.2343934272
861	0.2342578747
862	0.2341847539
863	0.234133821
864	0.2340747198
865	0.2339887553
866	0.2338877057
867	0.2338628363
868	0.2338133192
869	0.2337461101
870	0.2336525311
871	0.2335239034
872	0.2334464313
873	0.2333725572
874	0.2333169293
875	0.2332349594
876	0.2331101808
877	0.2330182698
878	0.2329692729
879	0.2329253027
880	0.2328225068
881	0.2327506876
882	0.232678651
883	0.2325868256
884	0.2325325899
885	0.232449431
886	0.2324084414
887	0.2323396025
888	0.2322768451
889	0.2322238356
890	0.2321762064
891	0.232078909
892	0.2319770326
893	0.2318906173
894	0.2318447029
895	0.2317769968
896	0.2317128588
897	0.2315875944
898	0.2314909759
899	0.2314200522
900	0.23134819
901	0.2312296656
902	0.2311523906
903	0.2311171558
904	0.2310285978
905	0.2309305494
906	0.230871537
907	0.2307960393
908	0.2307201917
909	0.230592121
910	0.2304805824
911	0.2303763403
912	0.2303368234
913	0.2302845418
914	0.2301913858
915	0.2301142144
916	0.2299863533
917	0.2298716088
918	0.2298236797
919	0.2297141314
920	0.2296418041
921	0.2295619969
922	0.2294786471
923	0.2294350543
924	0.2293279163
925	0.2292303086
926	0.2291415844
927	0.2291014739
928	0.2290328368
929	0.2289924986
930	0.2288914968
931	0.2287726219
932	0.2286747846
933	0.2285982105
934	0.2285105039
935	0.2284632075
936	0.2283463801
937	0.2282557263
938	0.2281886353
939	0.2281279682
940	0.228065888
941	0.2280495245
942	0.2280160985
943	0.2279932341
944	0.2278848828
945	0.2277852526
946	0.2277504225
947	0.2276799154
948	0.2275991176
949	0.227508611
950	0.2274381519
951	0.2274024207
952	0.2273304778
953	0.22725118
954	0.2272175895
955	0.2271498811
956	0.2270833829
957	0.2270160976
958	0.2269504042
959	0.2269259596
960	0.2268408126
961	0.2267486521
962	0.2266619
963	0.2265948501
964	0.2265682243
965	0.2264788907
966	0.2263892496
967	0.2263056286
968	0.2262000398
969	0.2261914256
970	0.2261349459
971	0.2260358048
972	0.2259835443
973	0.2258501634
974	0.2257675446
975	0.2257177177
976	0.2256697306
977	0.2255920891
978	0.2255150641
979	0.2254590248
980	0.2254147806
981	0.2252926823
982	0.2252197501
983	0.2251568926
984	0.2250737136
985	0.2250198176
986	0.2249406569
987	0.2249061407
988	0.2248854746
989	0.2248401943
990	0.2247978108
991	0.2247706825
992	0.2247424154
993	0.2247254151
994	0.2246786592
995	0.2245644649
996	0.2244603361
997	0.224347191
998	0.2242154994
999	0.2241064473
